UserId, SessionType, dt in ms, HeadOrigin.x, HeadOrigin.y, HeadOrigin.z, HeadDir.x, HeadDir.y, HeadDir.z, EyeOrigin.x, EyeOrigin.y, EyeOrigin.z, EyeDir.x, EyeDir.y, EyeDir.z, EyeHitPos.x, EyeHitPos.y, EyeHitPos.z, TargetName, TargetLocation
tester, Scene6, 2666.4906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2674.4911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2682.4906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2688.4906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2696.4908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2703.491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2710.4907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2717.4908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2724.4908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2731.4917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2739.4907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2746.4907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2754.4903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2762.4908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2768.4907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2776.4906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2784.4908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2791.4908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2799.4905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2806.4907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2813.4909, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2821.4906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2827.4909, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2834.491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2843.4906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2849.4907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2857.4905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2864.4908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2871.491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2880.4905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2887.4913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2893.4913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2901.4906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2909.4888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2916.4907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2923.4909, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2930.4906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2939.4906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
tester, Scene6, 2945.4906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, NaN, NaN, NaN, Trigger (UnityEngine.GameObject), (-1.6, 1.0, 4.6)
